size,cpu_bw,mem,requests_per_second,completed_requests,failed_requests,html_transfer_byte,mean_time_per_request,total_transfer_byte,transfer_rate_kbyte_per_second,rx_bytes,rx_packets,tx_bytes,tx_packets,vnf
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7252735701.0,440179.0,28789214.0,436137.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7267392293.0,442467.0,28926162.0,438223.0,nginx
1,0.1,512,0.38,23.0,0.0,7322937478.0,2615.434,7322944264.0,118881.49,7352524320.0,447516.0,29266818.0,443385.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7192259669.0,437863.0,28683084.0,434552.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7378734404.0,445494.0,29053820.0,440122.0,nginx
1,0.1,512,0.38,23.0,0.0,7322937478.0,2611.13,7322944264.0,119077.44,7352394424.0,445428.0,29099734.0,440853.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7353063192.0,447592.0,29322014.0,444231.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7277159621.0,443091.0,29016006.0,439577.0,nginx
1,0.1,512,0.38,23.0,0.0,7322937478.0,2610.173,7322944264.0,119121.11,7352496264.0,447472.0,29325242.0,444277.0,nginx
1,0.1,512,0.38,23.0,0.0,7322937478.0,2613.977,7322944264.0,118947.71,7352588576.0,447424.0,29280840.0,443590.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7488433682.0,455633.0,29763682.0,450915.0,nginx
0,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87190695.0,242305.0,41160456.0,242178.0,nginx
0,0.2,64,3797.79,227868.0,0.0,0.0,0.263,69628345.0,1133.27,85290387.0,237024.0,40263218.0,236899.0,nginx
0,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85632141.0,237974.0,40424834.0,237851.0,nginx
0,0.2,64,3853.18,231191.0,0.0,0.0,0.26,70643731.0,1149.8,86534001.0,240478.0,40850396.0,240354.0,nginx
0,0.2,64,3790.17,227681.0,0.0,0.0,0.264,69571211.0,1131.0,85220301.0,236828.0,40230136.0,236704.0,nginx
0,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87966516.0,244455.0,41526574.0,244329.0,nginx
0,0.2,64,3791.33,227480.0,0.0,0.0,0.264,69509793.0,1131.34,85145007.0,236618.0,40194750.0,236497.0,nginx
0,0.2,64,3895.74,234824.0,0.0,0.0,0.257,71753880.0,1162.5,87893874.0,244258.0,41492004.0,244126.0,nginx
0,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87099408.0,242047.0,41116986.0,241919.0,nginx
0,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86200323.0,239553.0,40692782.0,239425.0,nginx
0,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84984879.0,236174.0,40119232.0,236052.0,nginx
0,0.2,64,3826.5,229590.0,0.0,0.0,0.261,70154529.0,1141.84,85934451.0,238808.0,40567734.0,238693.0,nginx
0,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85658421.0,238043.0,40436816.0,237918.0,nginx
0,0.2,64,3917.26,235036.0,0.0,0.0,0.255,71818629.0,1168.92,87973005.0,244475.0,41529762.0,244351.0,nginx
0,0.2,64,3931.98,236327.0,0.0,0.0,0.254,72213147.0,1173.31,88455993.0,245814.0,41757726.0,245691.0,nginx
0,0.2,64,3896.94,233817.0,0.0,0.0,0.257,71446143.0,1162.86,87516933.0,243210.0,41314656.0,243088.0,nginx
0,0.2,64,3751.86,225112.0,0.0,0.0,0.267,68786241.0,1119.57,84258969.0,234159.0,39776058.0,234031.0,nginx
0,0.2,64,3863.91,231835.0,0.0,0.0,0.259,70840531.0,1153.0,86774937.0,241146.0,40964084.0,241022.0,nginx
0,0.2,64,3902.8,234448.0,0.0,0.0,0.256,71638965.0,1164.61,87753297.0,243869.0,41425818.0,243739.0,nginx
0,0.2,64,3885.14,233109.0,0.0,0.0,0.257,71229803.0,1159.34,87251961.0,242474.0,41189560.0,242352.0,nginx
1,0.2,64,0.88,53.0,0.0,16874595058.0,1136.125,16874610694.0,273672.97,16942644394.0,1030110.0,67801218.0,1027189.0,nginx
1,0.2,64,0.88,53.0,0.0,16874595058.0,1140.398,16874610694.0,272647.37,16915360157.0,1028574.0,67730610.0,1026059.0,nginx
1,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17058347976.0,1037389.0,68213066.0,1033415.0,nginx
1,0.2,64,0.88,53.0,0.0,16874595058.0,1134.413,16874610694.0,274086.03,16942716706.0,1030610.0,67740448.0,1026254.0,nginx
1,0.2,64,0.9,54.0,0.0,17192983644.0,1115.098,17192999575.0,278833.49,17262331897.0,1049497.0,69085892.0,1046650.0,nginx
1,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17161032574.0,1043364.0,68658396.0,1040178.0,nginx
1,0.2,64,0.88,53.0,0.0,16874595058.0,1132.537,16874610694.0,274539.88,16942790866.0,1030654.0,67817252.0,1027414.0,nginx
1,0.2,64,0.88,53.0,0.0,16874595058.0,1138.174,16874610694.0,273180.23,16942678726.0,1030128.0,67786088.0,1026954.0,nginx
1,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,13.0,406.0,5.0,nginx
1,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16844088903.0,1024373.0,67453596.0,1021926.0,nginx
1,0.2,64,0.88,53.0,0.0,16874595058.0,1135.208,16874610694.0,273893.94,16942688868.0,1030163.0,67762728.0,1026600.0,nginx
1,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17162347168.0,1043881.0,68640112.0,1039882.0,nginx
1,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16942650970.0,1029018.0,67696562.0,1025581.0,nginx
1,0.2,64,0.9,54.0,0.0,17192983644.0,1115.589,17192999575.0,278710.77,17262280159.0,1049508.0,69094294.0,1046785.0,nginx
1,0.2,64,0.9,54.0,0.0,17192983644.0,1113.869,17192999575.0,279141.21,17262318631.0,1049492.0,69077464.0,1046524.0,nginx
1,0.2,64,0.88,53.0,0.0,16874595058.0,1138.484,16874610694.0,273105.92,16910820885.0,1028284.0,67665468.0,1025126.0,nginx
1,0.2,64,0.9,54.0,0.0,17192983644.0,1115.092,17192999575.0,278835.05,17262371865.0,1049549.0,69023672.0,1045696.0,nginx
1,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17534491489.0,1065987.0,70106872.0,1062082.0,nginx
1,0.2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17110110322.0,1039182.0,68295934.0,1034667.0,nginx
1,0.2,64,0.9,54.0,0.0,17192983644.0,1113.527,17192999575.0,279226.98,17262274995.0,1049626.0,69077938.0,1046539.0,nginx
0,0.2,128,3829.59,230721.0,0.0,0.0,0.261,70500131.0,1142.76,86358351.0,239993.0,40767256.0,239864.0,nginx
0,0.2,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84982105.0,236164.0,40117676.0,236040.0,nginx
0,0.2,128,3887.2,233232.0,0.0,0.0,0.257,71267397.0,1159.95,87298011.0,242602.0,41210970.0,242475.0,nginx
0,0.2,128,3766.19,226493.0,0.0,0.0,0.266,69208211.0,1123.84,84775959.0,235597.0,40020424.0,235472.0,nginx
0,0.2,128,3720.7,223242.0,0.0,0.0,0.269,68214813.0,1110.27,83558961.0,232213.0,39445782.0,232089.0,nginx
0,0.2,128,3804.27,228758.0,0.0,0.0,0.263,69900330.0,1135.2,85623089.0,237943.0,40420428.0,237822.0,nginx
